student_id,question_id,bundle_id,tags,elapsed_time,correct
1,758,758,30;34;42;182;183,21000,1.0
1,764,764,23;24;25;183;181,19000,1.0
1,767,767,24;48;181;183,19000,1.0
1,776,776,23;24;33;185;181,22000,0.0
1,802,802,24;43;184;181,17000,1.0
1,806,806,30;38;39;184;181,21000,1.0
1,823,823,24;40;183;181,22000,1.0
1,830,830,27;28;45;184;182,25000,1.0
1,834,834,24;33;184;181,26000,1.0
1,850,850,24;26;185;183,21000,0.0
1,850,850,24;26;185;183,18000,1.0
1,850,850,24;26;185;183,21000,1.0
1,852,852,24;40;184;185,22000,1.0
1,858,858,24;50;185;181,20000,1.0
1,870,870,30;179;31;32;185;184,22000,1.0
1,890,890,23;24;33;182;181,19000,1.0
1,897,897,30;36;37;183;182,19000,1.0
1,917,917,44;45;181;183,16000,1.0
1,917,917,44;45;181;183,20000,0.0
1,945,945,23;179;24;25;182;181,20000,1.0
1,947,947,27;24;40;183;181,27000,1.0
1,967,967,31;32;181;182,21000,1.0
1,1002,1002,31;32;183;182,51000,0.0
1,1010,1010,24;41;185;183,17000,1.0
1,1048,1048,36;37;185;181,19000,1.0
1,1049,1049,31;42;181;183,19000,1.0
1,1052,1052,179;38;39;183;181,22000,0.0
1,1062,1062,24;43;184;183,26000,1.0
1,1092,1092,24;25;182;183,20000,1.0
1,1107,1107,24;48;183;181,20000,1.0
1,1144,1144,28;29;181;183,18000,1.0
1,1149,1149,24;48;182;184,16000,1.0
1,1149,1149,24;48;182;184,20000,0.0
1,1157,1157,24;25;184;183,17000,1.0
1,1166,1166,34;35;183;182,19000,1.0
1,1166,1166,34;35;183;182,23000,0.0
1,1182,1182,179;46;47;183;182,22000,1.0
1,1186,1186,36;37;181;184,17000,1.0
1,1193,1193,51;24;33;181;183,21000,1.0
1,1198,1198,24;26;181;183,22000,1.0
1,1204,1204,24;25;185;183,18000,1.0
1,1234,1234,24;48;184;183,17000,1.0
1,1241,1241,27;24;43;183;185,20000,0.0
1,1247,1247,28;37;183;184,47000,0.0
1,1273,1273,24;50;184;181,23000,1.0
1,1298,1298,24;26;181;183,20000,1.0
1,1310,1310,38;39;181;185,20000,0.0
1,1310,1310,38;39;181;185,21000,0.0
1,1310,1310,38;39;181;185,19000,0.0
1,1319,1319,24;26;185;183,16000,1.0
1,1319,1319,24;26;185;183,19000,0.0
1,1319,1319,24;26;185;183,19000,1.0
1,1329,1329,30;28;29;185;181,20000,1.0
1,1340,1340,44;49;181;185,21000,1.0
1,1346,1346,30;179;38;39;185;183,22000,1.0
1,1361,1361,24;25;181;183,57000,1.0
1,1382,1382,24;43;184;181,22000,1.0
1,1383,1383,24;40;184;182,20000,1.0
1,1393,1393,30;38;39;182;184,19000,1.0
1,1395,1395,31;32;183;182,25000,1.0
1,1398,1398,24;40;182;183,25000,1.0
1,1416,1406,53;181;185,6666,1.0
1,1417,1406,52;181;185,6666,1.0
1,1418,1406,54;181;185,6666,1.0
1,1455,1419,52;185;181,44333,1.0
1,1456,1419,179;52;185;181,44333,0.0
1,1457,1419,52;185;181,44333,0.0
1,1461,1421,53;185;184,7333,1.0
1,1462,1421,52;185;184,7333,1.0
1,1463,1421,54;185;184,7333,1.0
1,1515,1439,56;182;181;183,41666,1.0
1,1516,1439,52;182;181;183,41666,0.0
1,1517,1439,55;182;181;183,41666,1.0
1,1521,1441,52;185;181,33000,0.0
1,1522,1441,58;185;181,33000,1.0
1,1523,1441,55;185;181,33000,1.0
1,1536,1446,53;182;183,35666,1.0
1,1537,1446,179;53;182;183,35666,1.0
1,1538,1446,55;182;183,35666,0.0
1,1554,1452,53;181;183,7333,1.0
1,1555,1452,53;181;183,7333,0.0
1,1556,1452,55;181;183,7333,0.0
1,1575,1459,53;185;184;183,44000,1.0
1,1575,1459,53;185;184;183,9000,1.0
1,1576,1459,57;185;184;183,44000,0.0
1,1576,1459,57;185;184;183,9000,0.0
1,1577,1459,52;185;184;183,9000,1.0
1,1577,1459,52;185;184;183,44000,1.0
1,1602,1468,52;182;181,27666,1.0
1,1603,1468,58;182;181,27666,0.0
1,1604,1468,52;182;181,27666,1.0
1,1605,1469,54;182;181,8333,1.0
1,1606,1469,58;182;181,8333,1.0
1,1607,1469,179;55;182;181,8333,1.0
1,1635,1479,53;183;182,33333,1.0
1,1636,1479,57;183;182,33333,1.0
1,1637,1479,54;183;182,33333,1.0
1,1641,1481,53;184;181,44000,1.0
1,1642,1481,54;184;181,44000,0.0
1,1643,1481,52;184;181,44000,1.0
1,1704,1502,53;185;181,36666,1.0
1,1705,1502,54;185;181,36666,1.0
1,1706,1502,58;185;181,36666,1.0
1,1722,1508,56;184;183,39000,0.0
1,1723,1508,54;184;183,39000,1.0
1,1724,1508,179;58;184;183,39000,1.0
1,1728,1510,53;182;183,34333,1.0
1,1729,1510,58;182;183,34333,1.0
1,1730,1510,55;182;183,34333,0.0
1,1731,1511,52;183;182,39333,0.0
1,1732,1511,58;183;182,39333,1.0
1,1733,1511,54;183;182,39333,0.0
1,1737,1513,53;183;182,48333,0.0
1,1738,1513,58;183;182,48333,1.0
1,1739,1513,55;183;182,48333,0.0
1,1740,1514,54;182;183,46666,0.0
1,1741,1514,52;182;183,46666,1.0
1,1742,1514,58;182;183,46666,0.0
1,1758,1520,53;183;185;184,5333,1.0
1,1758,1520,53;183;185;184,41000,1.0
1,1759,1520,57;183;185;184,5333,1.0
1,1759,1520,57;183;185;184,41000,0.0
1,1760,1520,179;55;183;185;184,41000,0.0
1,1760,1520,179;55;183;185;184,5333,0.0
1,1761,1521,53;183;185;181,44666,0.0
1,1762,1521,52;183;185;181,44666,0.0
1,1763,1521,55;183;185;181,44666,0.0
1,1764,1522,179;53;185;184;183,42333,0.0
1,1765,1522,53;185;184;183,42333,1.0
1,1766,1522,55;185;184;183,42333,1.0
1,1779,1527,54;184;185;181,36666,1.0
1,1780,1527,54;184;185;181,36666,1.0
1,1781,1527,54;184;185;181,36666,1.0
1,1827,1543,56;181;184,8000,1.0
1,1828,1543,179;52;181;184,8000,1.0
1,1829,1543,55;181;184,8000,1.0
1,1833,1545,56;184;181,43333,0.0
1,1834,1545,54;184;181,43333,0.0
1,1835,1545,52;184;181,43333,0.0
1,1881,1561,53;182;183,38000,1.0
1,1882,1561,57;182;183,38000,1.0
1,1883,1561,52;182;183,38000,1.0
1,1884,1562,52;183;182,38333,0.0
1,1884,1562,52;183;182,49666,0.0
1,1885,1562,54;183;182,49666,0.0
1,1885,1562,54;183;182,38333,1.0
1,1886,1562,57;183;182,38333,1.0
1,1886,1562,57;183;182,49666,0.0
1,1917,1573,56;184;181,46000,1.0
1,1918,1573,53;184;181,46000,1.0
1,1919,1573,55;184;181,46000,1.0
1,1923,1575,53;183;182,47000,1.0
1,1924,1575,54;183;182,47000,0.0
1,1925,1575,179;57;183;182,47000,1.0
1,1926,1576,52;182;181,9333,1.0
1,1926,1576,52;182;181,35666,0.0
1,1927,1576,57;182;181,9333,1.0
1,1927,1576,57;182;181,35666,1.0
1,1928,1576,55;182;181,9333,1.0
1,1928,1576,55;182;181,35666,0.0
1,1980,1594,52;181;182;183,39333,0.0
1,1981,1594,52;181;182;183,39333,0.0
1,1982,1594,54;181;182;183,39333,1.0
1,1992,1598,53;181;184,38333,1.0
1,1993,1598,54;181;184,38333,1.0
1,1994,1598,57;181;184,38333,1.0
1,2043,1615,56;183;182,40333,1.0
1,2044,1615,54;183;182,40333,1.0
1,2045,1615,58;183;182,40333,0.0
1,2115,1639,56;183;182,37000,1.0
1,2116,1639,53;183;182,37000,1.0
1,2117,1639,54;183;182,37000,1.0
1,2148,1650,52;182;183,36333,0.0
1,2149,1650,54;182;183,36333,1.0
1,2150,1650,52;182;183,36333,1.0
1,2160,1654,53;183;182,34333,1.0
1,2161,1654,56;183;182,34333,1.0
1,2162,1654,54;183;182,34333,1.0
1,2193,1665,53;183;185,32000,1.0
1,2194,1665,179;54;183;185,32000,1.0
1,2195,1665,58;183;185,32000,0.0
1,2211,1671,56;181;185,30000,1.0
1,2212,1671,53;181;185,30000,1.0
1,2213,1671,58;181;185,30000,1.0
1,2232,1678,53;182;181,35000,1.0
1,2233,1678,52;182;181,35000,1.0
1,2234,1678,54;182;181,35000,1.0
1,2262,1688,54;182;181,41333,0.0
1,2263,1688,52;182;181,41333,1.0
1,2264,1688,54;182;181,41333,1.0
1,2343,1715,56;185;181,8000,1.0
1,2344,1715,52;185;181,8000,1.0
1,2345,1715,55;185;181,8000,1.0
1,2355,1719,185;183;56,38000,1.0
1,2355,1719,185;183;56,57666,1.0
1,2356,1719,57;185;183,38000,0.0
1,2356,1719,57;185;183,57666,1.0
1,2357,1719,55;185;183,38000,0.0
1,2357,1719,55;185;183,57666,1.0
1,2406,1736,54;182;181;183,36333,1.0
1,2407,1736,57;182;181;183,36333,1.0
1,2408,1736,55;182;181;183,36333,0.0
1,2427,1743,53;181;185,36000,1.0
1,2428,1743,179;52;181;185,36000,1.0
1,2429,1743,55;181;185,36000,1.0
1,2484,1762,53;181;185,8333,1.0
1,2485,1762,54;181;185,8333,0.0
1,2486,1762,54;181;185,8333,0.0
1,2520,1774,56;184;183,119666,1.0
1,2521,1774,53;184;183,119666,0.0
1,2522,1774,55;184;183,119666,0.0
1,2526,1776,56;182;181,36666,0.0
1,2526,1776,56;182;181,5333,1.0
1,2526,1776,56;182;181,8333,1.0
1,2527,1776,52;182;181,36666,1.0
1,2527,1776,52;182;181,8333,0.0
1,2527,1776,52;182;181,5333,1.0
1,2528,1776,179;54;182;181,5333,1.0
1,2528,1776,179;54;182;181,8333,1.0
1,2528,1776,179;54;182;181,36666,0.0
1,2541,1781,56;184;183,7000,1.0
1,2541,1781,56;184;183,30000,0.0
1,2542,1781,52;184;183,7000,1.0
1,2542,1781,52;184;183,30000,1.0
1,2543,1781,54;184;183,30000,1.0
1,2543,1781,54;184;183,7000,1.0
1,2565,1789,56;184;181,29666,1.0
1,2566,1789,179;53;184;181,29666,1.0
1,2567,1789,54;184;181,29666,1.0
1,2601,1801,59;56;183,7000,1.0
1,2601,1801,59;56;183,40333,0.0
1,2602,1801,59;57;183,7000,1.0
1,2602,1801,59;57;183,40333,1.0
1,2603,1801,59;55;183,40333,0.0
1,2603,1801,59;55;183,7000,1.0
1,2607,1803,66;179;56;181,38666,0.0
1,2608,1803,66;179;57;181,38666,1.0
1,2609,1803,66;179;52;181,38666,1.0
1,2610,1804,64;56;185,28666,0.0
1,2611,1804,64;52;185,28666,1.0
1,2612,1804,64;57;185,28666,1.0
1,2616,1806,60;53;181,39666,0.0
1,2617,1806,60;57;181,39666,0.0
1,2618,1806,60;55;181,39666,0.0
1,2622,1808,60;179;53;185,38000,0.0
1,2622,1808,60;179;53;185,6333,1.0
1,2623,1808,60;179;57;185,38000,0.0
1,2623,1808,60;179;57;185,6333,1.0
1,2624,1808,60;179;52;185,6333,1.0
1,2624,1808,60;179;52;185,38000,0.0
1,2625,1809,66;179;53;183,37666,1.0
1,2626,1809,66;179;57;183,37666,0.0
1,2627,1809,66;179;55;183,37666,1.0
1,2640,1814,59;56;184,9000,1.0
1,2641,1814,59;52;184,9000,0.0
1,2642,1814,59;54;184,9000,1.0
1,2658,1820,64;53;181,33666,0.0
1,2659,1820,64;56;181,33666,1.0
1,2660,1820,64;52;181,33666,1.0
1,2664,1822,63;179;56;183,25666,0.0
1,2665,1822,63;179;54;183,25666,1.0
1,2666,1822,63;179;52;183,25666,1.0
1,2670,1824,68;56;184,61666,1.0
1,2671,1824,68;53;184,61666,0.0
1,2672,1824,68;55;184,61666,0.0
1,2679,1827,65;53;181,59333,1.0
1,2680,1827,65;52;181,59333,1.0
1,2681,1827,65;54;181,59333,0.0
1,2709,1837,63;56;181,27666,1.0
1,2710,1837,63;52;181,27666,1.0
1,2711,1837,63;52;181,27666,0.0
1,2721,1841,67;53;183,30333,1.0
1,2722,1841,67;52;183,30333,1.0
1,2723,1841,67;54;183,30333,0.0
1,2823,1875,67;54;182,30333,1.0
1,2824,1875,67;52;182,30333,1.0
1,2825,1875,67;52;182,30333,0.0
1,2829,1877,60;53;183,37000,0.0
1,2830,1877,60;52;183,37000,1.0
1,2831,1877,60;52;183,37000,0.0
1,2832,1878,63;53;181,33666,1.0
1,2833,1878,63;52;181,33666,0.0
1,2834,1878,63;54;181,33666,1.0
1,2844,1882,59;56;181,31666,1.0
1,2845,1882,59;52;181,31666,1.0
1,2846,1882,59;54;181,31666,1.0
1,2847,1883,64;56;185,43333,1.0
1,2848,1883,64;53;185,43333,1.0
1,2849,1883,64;55;185,43333,0.0
1,2859,1887,61;179;53;181,11000,1.0
1,2860,1887,61;179;52;181,11000,0.0
1,2861,1887,61;179;55;181,11000,0.0
1,2862,1888,60;53;184,40666,0.0
1,2863,1888,60;56;184,40666,0.0
1,2864,1888,60;54;184,40666,1.0
1,2898,1900,59;56;182,249666,1.0
1,2899,1900,59;52;182,249666,1.0
1,2900,1900,59;54;182,249666,0.0
1,2901,1901,59;56;183,34666,1.0
1,2902,1901,59;52;183,34666,1.0
1,2903,1901,59;55;183,34666,1.0
1,2916,1906,66;179;56;183,38333,0.0
1,2917,1906,66;179;52;183,38333,1.0
1,2918,1906,66;179;54;183,38333,1.0
1,2943,1915,61;179;56;183,31333,1.0
1,2944,1915,61;179;52;183,31333,1.0
1,2945,1915,61;179;54;183,31333,1.0
1,2952,1918,66;179;53;181,666,1.0
1,2953,1918,66;179;52;181,666,1.0
1,2954,1918,66;179;55;181,666,0.0
1,3003,1935,68;52;181,32666,1.0
1,3004,1935,68;56;181,32666,1.0
1,3005,1935,68;55;181,32666,1.0
1,3060,1954,66;52;183,49666,1.0
1,3061,1954,66;55;183,49666,1.0
1,3062,1954,66;57;183,49666,1.0
1,3096,1966,64;52;182,35666,0.0
1,3097,1966,64;58;182,35666,1.0
1,3098,1966,64;55;182,35666,1.0
1,3111,1971,60;179;56;181,44333,1.0
1,3112,1971,60;179;53;181,44333,0.0
1,3113,1971,60;179;58;181,44333,1.0
1,3114,1972,70;179;56;181,51666,0.0
1,3115,1972,70;179;58;181,51666,0.0
1,3116,1972,70;179;54;181,51666,0.0
1,3117,1973,59;56;183,26000,1.0
1,3118,1973,59;52;183,26000,0.0
1,3119,1973,59;58;183,26000,0.0
1,3120,1974,62;53;183,34666,1.0
1,3121,1974,62;58;183,34666,1.0
1,3122,1974,62;55;183,34666,0.0
1,3156,1986,59;56;184,1333,0.0
1,3157,1986,59;52;184,1333,0.0
1,3158,1986,59;54;184,1333,1.0
1,3159,1987,70;56;181,8666,0.0
1,3160,1987,70;54;181,8666,0.0
1,3161,1987,70;55;181,8666,1.0
1,3189,1997,59;57;181,43000,0.0
1,3190,1997,59;52;181,43000,0.0
1,3191,1997,59;52;181,43000,0.0
1,3222,2008,70;179;52;182,37333,1.0
1,3223,2008,70;179;52;182,37333,1.0
1,3224,2008,70;179;57;182,37333,0.0
1,3225,2009,69;57;184,26333,0.0
1,3226,2009,69;52;184,26333,0.0
1,3227,2009,69;55;184,26333,1.0
1,3255,2019,60;53;181,53000,1.0
1,3256,2019,60;56;181,53000,0.0
1,3257,2019,60;58;181,53000,1.0
1,3258,2020,59;53;182,54666,0.0
1,3259,2020,59;54;182,54666,0.0
1,3260,2020,59;58;182,54666,1.0
1,3276,2026,68;53;183,40666,1.0
1,3277,2026,68;52;183,40666,1.0
1,3278,2026,68;58;183,40666,0.0
1,3288,2030,69;179;53;184,30333,1.0
1,3289,2030,69;179;54;184,30333,1.0
1,3290,2030,69;179;52;184,30333,1.0
1,3306,2036,70;179;56;183,31333,1.0
1,3307,2036,70;179;53;183,31333,1.0
1,3308,2036,70;179;54;183,31333,0.0
1,3312,2038,60;56;181,42000,1.0
1,3313,2038,60;54;181,42000,0.0
1,3314,2038,60;58;181,42000,1.0
1,3333,2045,67;56;184,36666,1.0
1,3334,2045,67;58;184,36666,0.0
1,3335,2045,67;54;184,36666,1.0
1,3351,2051,60;53;183,34000,0.0
1,3352,2051,60;54;183,34000,1.0
1,3353,2051,60;54;183,34000,0.0
1,3387,2063,59;53;181,41666,0.0
1,3388,2063,59;57;181,41666,0.0
1,3389,2063,59;52;181,41666,1.0
1,3396,2066,59;56;182,37333,0.0
1,3397,2066,59;53;182,37333,1.0
1,3398,2066,59;58;182,37333,1.0
1,3402,2068,65;179;56;184,35333,0.0
1,3403,2068,65;179;52;184,35333,1.0
1,3404,2068,65;179;54;184,35333,1.0
1,3411,2071,64;53;184,8000,1.0
1,3411,2071,64;53;184,39000,1.0
1,3412,2071,64;52;184,39000,0.0
1,3412,2071,64;52;184,8000,0.0
1,3413,2071,64;52;184,8000,0.0
1,3413,2071,64;52;184,39000,1.0
1,3414,2072,62;179;56;182,38666,1.0
1,3415,2072,62;179;52;182,38666,1.0
1,3416,2072,62;179;52;182,38666,1.0
1,3423,2075,59;56;183,36333,1.0
1,3424,2075,59;52;183,36333,1.0
1,3425,2075,59;52;183,36333,1.0
1,3426,2076,70;56;182,8333,1.0
1,3427,2076,70;54;182,8333,1.0
1,3428,2076,70;56;182,8333,1.0
1,3459,2087,66;179;56;185,6666,1.0
1,3460,2087,66;179;52;185,6666,1.0
1,3461,2087,66;179;52;185,6666,1.0
1,3513,2105,64;56;182,41333,0.0
1,3514,2105,64;52;182,41333,1.0
1,3515,2105,64;54;182,41333,1.0
1,3522,2108,63;179;56;182,40333,1.0
1,3523,2108,63;179;52;182,40333,1.0
1,3524,2108,63;179;52;182,40333,0.0
1,3525,2109,66;179;53;183,33333,1.0
1,3526,2109,66;179;53;183,33333,0.0
1,3527,2109,66;179;54;183,33333,1.0
1,3555,2119,59;56;184,33333,1.0
1,3556,2119,59;52;184,33333,1.0
1,3557,2119,59;57;184,33333,0.0
1,3558,2120,60;53;181,46000,1.0
1,3559,2120,60;52;181,46000,1.0
1,3560,2120,60;57;181,46000,1.0
1,3665,2197,144,201000,1.0
1,3666,2198,93,32000,1.0
1,3672,2204,77,24000,1.0
1,3672,2204,77,171000,0.0
1,3691,2223,137,23000,1.0
1,3728,2260,78,43000,1.0
1,3774,2306,136,19000,1.0
1,3788,2320,136,21000,1.0
1,3791,2323,82,39000,0.0
1,3791,2323,82,50000,0.0
1,3806,2338,86,29000,1.0
1,3843,2375,106,41000,1.0
1,3848,2380,82,40000,1.0
1,3910,2442,118,55000,1.0
1,3911,2443,115,45000,1.0
1,3911,2443,115,81000,0.0
1,3928,2460,141,10000,1.0
1,3935,2467,142,15000,0.0
1,3939,2471,76,32000,1.0
1,3945,2477,76,30000,1.0
1,3956,2488,76,59000,1.0
1,3956,2488,76,64000,0.0
1,3995,2527,80,25000,1.0
1,4001,2533,118,48000,0.0
1,4001,2533,118,48000,0.0
1,4022,2554,106,21000,1.0
1,4022,2554,106,43000,0.0
1,4031,2563,135,76000,1.0
1,4034,2566,135,10000,1.0
1,4041,2573,81,35000,1.0
1,4045,2577,133,70000,1.0
1,4055,2587,133,42000,0.0
1,4059,2591,95,218000,0.0
1,4083,2615,90,42000,1.0
1,4083,2615,90,60000,0.0
1,4121,2653,85,66000,0.0
1,4122,2654,113,40000,1.0
1,4127,2659,94,54000,1.0
1,4127,2659,94,50000,0.0
1,4135,2667,77,1200000,0.0
1,4135,2667,77,23000,1.0
1,4151,2683,76,64000,0.0
1,4151,2683,76,43000,1.0
1,4166,2698,145,85000,1.0
1,4181,2713,135,13000,1.0
1,4202,2734,76,20000,1.0
1,4276,2808,135,8000,1.0
1,4297,2829,125,47000,1.0
1,4304,2836,113,9000,1.0
1,4304,2836,113,30000,0.0
1,4318,2850,91,43000,1.0
1,4318,2850,91,47000,0.0
1,4324,2856,76,57000,1.0
1,4366,2898,103,68000,1.0
1,4402,2934,137,19000,1.0
1,4450,2982,72,38000,1.0
1,4474,3006,110,92000,1.0
1,4476,3008,111,23000,1.0
1,4478,3010,112,13000,1.0
1,4480,3012,99,28000,1.0
1,4486,3018,80,23000,0.0
1,4495,3027,114,79000,1.0
1,4502,3034,74,26000,0.0
1,4517,3049,79,64000,1.0
1,4526,3058,95,32000,1.0
1,4527,3059,122,117000,1.0
1,4528,3060,123,52000,1.0
1,4539,3071,145,48000,1.0
1,4559,3091,102,27000,1.0
1,4563,3095,129,30000,0.0
1,4563,3095,129,55000,0.0
1,4565,3097,131,15000,1.0
1,4602,3134,72,57000,1.0
1,4631,3163,132,28000,1.0
1,4685,3217,71,23000,1.0
1,4706,3238,71,24000,1.0
1,4760,3292,107,41000,0.0
1,4760,3292,107,47000,1.0
1,4790,3322,100,34000,1.0
1,4793,3325,82,58000,0.0
1,4793,3325,82,62000,1.0
1,4829,3361,83,42000,0.0
1,4829,3361,83,28000,1.0
1,4878,3410,71,58000,0.0
1,4883,3415,132,62000,0.0
1,4886,3418,91,221000,0.0
1,4891,3423,72,28000,1.0
1,4925,3457,87,26000,1.0
1,5012,3544,74,33000,0.0
1,5012,3544,74,38000,0.0
1,5031,3563,144,15000,1.0
1,5031,3563,144,59000,0.0
1,5039,3571,78,23000,1.0
1,5049,3581,144,19000,1.0
1,5049,3581,144,79000,1.0
1,5049,3581,144,47000,0.0
1,5050,3582,107,32000,1.0
1,5052,3584,107,121000,0.0
1,5060,3592,110,33000,1.0
1,5063,3595,117,66000,1.0
1,5063,3595,117,80000,0.0
1,5071,3603,93,65000,1.0
1,5071,3603,93,43000,0.0
1,5075,3607,93,59000,0.0
1,5075,3607,93,94000,1.0
1,5076,3608,106,35000,0.0
1,5221,3753,123,102000,0.0
1,5221,3753,123,32000,1.0
1,5221,3753,123,61000,0.0
1,5231,3763,95,49000,1.0
1,5243,3775,123,13000,1.0
1,5279,3811,93,42000,1.0
1,5281,3813,93,21000,1.0
1,5283,3815,93,34000,1.0
1,5294,3826,84,16000,1.0
1,5308,3840,130,48000,1.0
1,5309,3841,130,88000,0.0
1,5311,3843,92,55000,1.0
1,5315,3847,92,51000,1.0
1,5316,3848,113,188000,0.0
1,5328,3860,115,39000,0.0
1,5330,3862,116,18000,1.0
1,5361,3893,78,20000,1.0
1,5379,3911,104,13000,1.0
1,5388,3920,138,58000,1.0
1,5390,3922,138,54000,1.0
1,5392,3924,138,31000,1.0
1,5416,3948,134,181000,1.0
1,5428,3960,86,48000,1.0
1,5432,3964,86,37000,1.0
1,5452,3984,82,26000,1.0
1,5458,3990,106,36000,0.0
1,5458,3990,106,69000,0.0
1,5458,3990,106,64000,0.0
1,5477,4009,106,35000,1.0
1,5493,4025,86,107000,0.0
1,5496,4028,82,108000,0.0
1,5499,4031,106,9000,1.0
1,5507,4039,96,24000,0.0
1,5507,4039,96,18000,1.0
1,5553,4085,104,50000,1.0
1,5564,4096,84,62000,0.0
1,5611,4143,98,53000,0.0
1,5652,4184,140,75000,1.0
1,5655,4187,72,31000,0.0
1,5659,4191,87,27000,0.0
1,5682,4214,137,67000,1.0
1,5683,4215,137,74000,0.0
1,5686,4218,104,36000,0.0
1,5724,4256,117,35000,1.0
